ZIP,CITY,STABBR,INSTNM,SCH_DEG,HIGHDEG,CONTROL,REGION,LOCALE,ADM_RATE,UGDS,TUITFTE,AGE_ENTRY,SECTOR
19107,Philadelphia,PA,Thomas Jefferson University,3,4,2,2,11,NULL,705,33544,26.92131148,Private
18109-1629,Allentown,PA,Toni & Guy Hairdressing Academy-Allentown,1,1,3,2,12,NULL,43,8951,27.19047619,Private
19002,Ambler,PA,Toni & Guy Hairdressing Academy-Ambler,1,1,3,2,21,NULL,115,9902,24.99719888,Private
15840-3333,Falls Creek,PA,Triangle Tech Inc-Dubois,2,2,3,2,33,NULL,147,14245,24.04558405,Private
16502-2594,Erie,PA,Triangle Tech Inc-Erie,2,2,3,2,12,NULL,46,11809,23.6,Private
15601-3304,Greensburg,PA,Triangle Tech Inc-Greensburg,2,2,3,2,21,NULL,186,15114,25.6175,Private
15214-3897,Pittsburgh,PA,Triangle Tech Inc-Pittsburgh,2,2,3,2,11,NULL,226,14181,25.65830721,Private
15003-2397,Ambridge,PA,Trinity Episcopal School for Ministry,3,4,2,2,21,NULL,NULL,2976,NULL,Private
19104-6303,Philadelphia,PA,University of Pennsylvania,3,4,2,2,11,0.1037,10678,34560,20.88562092,Private
15232,Pittsburgh,PA,University of Pittsburgh Medical Center-Shadyside School of Nursing,1,1,2,2,11,0.871,265,10791,26.48754448,Private
15260,Pittsburgh,PA,University of Pittsburgh-Pittsburgh Campus,3,4,1,2,11,0.5312,18474,16728,20.48314372,Public
18510-4629,Scranton,PA,University of Scranton,3,4,2,2,13,0.7726,3909,20816,19.70478558,Private
19104-4495,Philadelphia,PA,University of the Sciences,3,4,2,2,11,0.5788,1626,22797,19.61954887,Private
19460-2373,Phoenixville,PA,University of Valley Forge,3,4,2,2,21,0.9304,711,13406,21.65065502,Private
19426-1000,Collegeville,PA,Ursinus College,3,3,2,2,21,0.8316,1656,20530,19.40441177,Private
19087-3695,Wayne,PA,Valley Forge Military College,2,2,2,2,21,0.9673,322,28816,19.97484277,Private
16301,Oil City,PA,Venango County Area Vocational Technical School,1,1,1,2,33,0.8409,64,4932,28.85585586,Public
19079,Sharon Hill,PA,Venus Beauty Academy,1,1,3,2,21,NULL,105,9583,24.19565217,Private
15222-3400,Pittsburgh,PA,Vet Tech Institute,2,2,3,2,11,NULL,372,13106,22.40938166,Private
19085-1699,Villanova,PA,Villanova University,3,4,2,2,21,0.4933,6895,26473,20.68371112,Private
15301,Washington,PA,Washington & Jefferson College,3,3,2,2,21,0.4165,1323,21989,19.48165869,Private
15301,Washington,PA,Washington Hospital School of Nursing,1,1,2,2,21,NULL,68,1824,26.80392157,Private
15370-1257,Waynesburg,PA,Waynesburg University,3,4,2,2,32,0.8356,1501,12351,21.27272727,Private
18109-3253,Allentown,PA,Welder Training and Testing Institute,1,1,3,2,12,NULL,90,8941,28.1965812,Private
19383,West Chester,PA,West Chester University of Pennsylvania,3,4,1,2,21,0.5348,13610,8975,21.27659223,Public
15317,Canonsburg,PA,Western Area Career & Technology Center,1,1,1,2,41,0.7105,76,2159,29.46280992,Public
15224,Pittsburgh,PA,Western Pennsylvania Hospital School of Nursing,1,1,2,2,11,0.3913,117,6826,25.48979592,Private
16172,New Wilmington,PA,Westminster College,3,4,2,2,31,0.9366,1142,12104,19.57815443,Private
19038,Glenside,PA,Westminster Theological Seminary,3,4,2,2,21,NULL,NULL,7467,NULL,Private
15697-1895,Youngwood,PA,Westmoreland County Community College,2,2,1,2,41,NULL,5086,2870,24.60252556,Public
19013-5792,Chester,PA,Widener University-Main Campus,3,4,2,2,21,0.6501,3144,21470,21.36048527,Private
18766,Wilkes-Barre,PA,Wilkes University,3,4,2,2,13,0.7863,2316,15692,20.73433962,Private
18705-0699,Wilkes Barre,PA,Wilkes-Barre Area Career and Technical Center Practical Nursing,1,1,1,2,21,0.5889,116,5621,27.36051502,Public
17201-1285,Chambersburg,PA,Wilson College,3,4,2,2,13,0.3128,516,11662,24.67846608,Private
19038-4535,Glenside,PA,Won Institute of Graduate Studies,NULL,4,2,2,21,NULL,NULL,10744,NULL,Private
18505,Scranton,PA,Yeshivath Beth Moshe,3,3,2,2,13,NULL,55,19448,19.125,Private
17403-3651,York,PA,York College Pennsylvania,3,4,2,2,22,0.4549,4720,13702,20.29276164,Private
17402-4696,York,PA,York County School of Technology-Adult & Continuing Education,1,1,1,2,22,NULL,236,9769,29.65277778,Public
17404,York,PA,Yorktowne Business Institute,2,2,3,2,22,NULL,105,11073,26.31034483,Private
16602,Altoona,PA,YTI Career Institute-Altoona,1,2,3,2,13,NULL,334,10296,26.91216216,Private
17402,York,PA,YTI Career Institute-York,2,2,3,2,22,NULL,1677,12780,25.43291258,Private
00717-1568,Ponce,PR,Academia Serrant Inc,1,1,3,9,12,NULL,355,3644,26.20572917,Private
961,Bayamon,PR,Advance Tech College,1,1,3,9,21,NULL,5,4381,26.79545455,Private
961,Bayamon,PR,American Educational College,1,1,3,9,21,NULL,669,253,24.83092486,Private
00957-0000,Bayamon,PR,American Technical Institute,1,1,3,9,21,NULL,35,5909,27.74603175,Private
00960-2037,Bayamon,PR,American University of Puerto Rico,3,4,2,9,21,NULL,742,592,21.73990148,Private
909,San Juan,PR,Antilles School of Technical Careers,1,1,3,9,11,NULL,545,4778,26.31075697,Private
674,Manati,PR,Atenas College,1,3,2,9,21,NULL,1363,4676,22.23542771,Private
970,Guaynabo,PR,Atlantic University College,3,4,2,9,13,NULL,1425,2466,20.73792395,Private
957,Bayamon,PR,Automeca Technical College-Bayamon,1,1,3,9,21,NULL,687,6619,24.06558013,Private
959,Bayamon,PR,Bayamon Community College,1,1,3,9,21,NULL,207,5994,30.29118136,Private
918,San Juan,PR,Cambridge Technical Institute,1,1,3,9,11,0.821,145,5213,28.1,Private
960,Bayamon,PR,Carib Technological Institute,1,1,3,9,21,NULL,60,7136,21.63192905,Private
00925-2901,Rio Piedras,PR,Caribbean Forensic and Technical College,1,1,3,9,11,NULL,120,3294,30.13013699,Private
00960-0493,Bayamon,PR,Caribbean University-Bayamon,3,4,2,9,21,NULL,1613,13328,22.45707831,Private
00902-3711,San Juan,PR,Carlos Albizu University-San Juan,3,4,2,9,11,1,108,8158,28,Private
901,San Juan,PR,Center for Advanced Studies On Puerto Rico and the Caribbean,NULL,4,2,9,11,NULL,NULL,7952,NULL,Private
00926-1931,San Juan,PR,Centro de Estudios Multidisciplinarios-San Juan,2,3,3,9,11,NULL,892,4700,24.05799436,Private
907,San Juan,PR,Century College,1,1,3,9,11,NULL,259,284,26.2173913,Private
603,Aguadilla,PR,Charlie's Guard-Detective Bureau and Academy Inc,1,1,3,9,13,NULL,62,3462,26.67515924,Private
961,Bayamon,PR,Colegio de CinematografÃ­a Artes y Television,1,2,3,9,21,NULL,900,11,23.58724203,Private
612,Arecibo,PR,Colegio Educativo Tecnologico Industrial Inc,1,1,2,9,13,NULL,181,26,27.85759494,Private
00714-0270,Arroyo,PR,Colegio Mayor de Tecnologia Inc,1,1,3,9,23,NULL,120,3995,23.90884719,Private
602,Aguada,PR,Colegio Tecnico de Electricidad Galloza,1,1,3,9,21,NULL,66,5990,29.9122807,Private
00602-0960,Aguada,PR,Colegio Tecnologico y Comercial de Puerto Rico,1,1,3,9,21,NULL,123,5896,25.28703704,Private
918,San Juan,PR,Colegio Universitario de San Juan,2,3,1,9,11,0.9187,1405,477,24.35960591,Public
726,Caguas,PR,Columbia Central University-Caguas,2,4,3,9,13,NULL,1750,7864,23.7816865,Private
00910-9538,Hato Rey,PR,Dewey University-Hato Rey,1,1,2,9,11,NULL,41,745,25.69151964,Private
910,Hato Rey,PR,Dewey University-Hato Rey,1,4,2,9,11,NULL,1305,49,25.69151964,Private
794,Barranquitas,PR,D'Mart Institute,1,1,3,9,21,0.8182,1541,6196,23.78105096,Private
00725-0000,Caguas,PR,EDIC College,1,2,3,9,13,0.7979,1148,6054,24.18237206,Private
00919-2303,San Juan,PR,EDP Univeristy of Puerto Rico Inc-San Juan,2,4,2,9,11,0.7634,1462,6907,26.88196577,Private
959,Bayamon,PR,Educational Technical College-Recinto de Bayamon,1,1,3,9,21,NULL,497,10031,25.65997131,Private
795,Juana Diaz,PR,Emma's Beauty Academy-Juana Diaz,1,1,3,9,23,NULL,391,7046,22.91546763,Private
680,Mayaguez,PR,Emma's Beauty Academy-Mayaguez,1,1,3,9,13,NULL,388,5604,22.09921671,Private
00902-1112,San Juan,PR,Escuela de Artes Plasticas y Diseno de Puerto Rico,3,3,1,9,11,0.9273,555,2148,20.71806167,Public
662,Isabela,PR,Escuela de Peritos Electricistas de Isabela Inc,1,1,3,9,13,NULL,107,3069,28.33333333,Private
917,Hato Rey,PR,Escuela Hotelera de San Juan,1,1,3,9,11,NULL,938,7927,24.62624585,Private
00730-4875,Ponce,PR,Escuela Tecnica de Electricidad,1,1,3,9,12,NULL,469,6493,27.88357588,Private
00725-6485,Caguas,PR,Global Institute,1,1,3,9,13,NULL,34,5678,24.21428571,Private
00693-0000,Vega Baja,PR,Globelle Technical Institute,1,1,3,9,21,NULL,108,5881,22.77464789,Private
778,Gurabo,PR,Hispanic American College,1,1,3,9,21,NULL,482,5669,26.35824742,Private
725,Caguas,PR,Huertas College,2,2,3,9,13,NULL,1184,5010,24.61178862,Private
792,Humacao,PR,Humacao Community College,2,3,2,9,21,NULL,639,3905,24.51526032,Private
00919-0304,Hato Rey,PR,ICPR Junior College-General Institutional,1,2,3,9,11,NULL,688,971,25.69184527,Private
791,Humacao,PR,Industrial Technical College,1,1,3,9,21,NULL,193,398,26.23529412,Private
680,Mayaguez,PR,Institucion Chaviano de Mayaguez,1,1,3,9,13,NULL,38,4692,27.3,Private
613,Arecibo,PR,Institute of Beauty Careers,1,1,3,9,13,NULL,152,4571,23.55753425,Private
676,Moca,PR,Institute of Beauty Occupation and Technology Course,1,1,3,9,21,NULL,43,3518,24.27181208,Private
00966-2309,Guaynabo,PR,Instituto de Banca y Comercio Inc,1,2,3,9,13,NULL,19014,1308,25.42668131,Private
00674-0000,Manati,PR,Instituto de Educacion Tecnica Ocupacional La Reine-Manati,1,1,3,9,21,NULL,307,4828,24.47206166,Private
730,Ponce,PR,Instituto Educativo Premier,1,1,3,9,12,NULL,152,6834,24.40108893,Private
919,San Juan,PR,Inter American University of Puerto Rico-Metro,3,4,2,9,11,0.2249,6747,6128,21.62792201,Private
00918-3325,San Juan,PR,International Technical College,1,1,3,9,11,NULL,112,905,27.0942029,Private
00725-0000,Caguas,PR,IVAEM College,1,1,3,9,13,NULL,124,8059,24.22543353,Private
961,Bayamon,PR,Leston College,1,1,3,9,21,NULL,172,3830,24.45142857,Private
737,Cayey,PR,Liberty Technical College,1,1,3,9,21,NULL,147,5388,25.71378092,Private
917,San Juan,PR,Liceo de Arte y Tecnologia,1,1,3,9,11,NULL,1604,1779,25.50663298,Private
725,Caguas,PR,Liceo de Arte-Dise-O y Comercio,1,1,3,9,13,NULL,279,4503,25.67590988,Private
00907-3917,Santurce,PR,MBTI Business Training Institute,1,1,3,9,11,NULL,3872,1673,26.71015237,Private
00725-0000,Caguas,PR,Mech-Tech College,1,2,3,9,13,NULL,3101,4949,23.32397351,Private
612,Arecibo,PR,Modern Hairstyling Institute-Arecibo,1,1,3,9,13,0.8889,43,5254,22.575,Private
961,Bayamon,PR,Modern Hairstyling Institute-Bayamon,1,1,3,9,21,1,231,4877,22.24119718,Private
980,Carolina,PR,Modern Hairstyling Institute-Carolina,1,1,3,9,12,1,222,5606,22.35387324,Private
00745-0000,Rio Grande,PR,Monteclaro Escuela de Hoteleria y Artes Culinarias,1,1,2,9,21,0.3077,4,1836,19.18181818,Private
754,San Lorenzo,PR,MyrAngel Beauty Institute,1,1,3,9,21,NULL,108,4044,24.97844828,Private
960,Bayamon,PR,National University College-Bayamon,2,4,3,9,21,0.8981,4983,245,26.75543532,Private
960,Bayamon,PR,Nova College de Puerto Rico,1,1,3,9,11,NULL,229,5903,27.424,Private
00716-2901,Ponce,PR,Ponce Paramedical College Inc,1,2,3,9,12,NULL,2607,1019,23.84612448,Private
732,Ponce,PR,Ponce School of Medicine and Health Sciences,3,4,2,9,12,NULL,NULL,19537,NULL,Private
00717-9997,Ponce,PR,Pontifical Catholic University of Puerto Rico-Ponce,3,4,2,9,12,0.7356,5730,5019,21.21983211,Private
674,Manati,PR,Professional Electrical School Inc,1,1,3,9,21,NULL,50,6018,26.67032967,Private
959,Bayamon,PR,Professional Technical Institution Inc,1,1,3,9,21,NULL,325,373,27.00167785,Private
00907-3373,San Juan,PR,Puerto Rico Conservatory of Music,3,4,1,9,11,0.6923,414,4879,20.43870968,Public
961,Bayamon,PR,Quality Technical and Beauty College,1,1,3,9,21,NULL,114,5681,24.22051282,Private
602,Aguada,PR,Rosslyn Training Academy of Cosmetology,1,1,3,9,21,NULL,37,172,27.24590164,Private
791,Humacao,PR,Ryder Memorial School for Practical Nursing,1,1,2,9,21,NULL,14,493,22.96153846,Private
00725-4968,Caguas,PR,San Juan Bautista School of Medicine,3,4,2,9,13,1,38,18608,26.07407407,Private
925,San Juan,PR,Seminario Evangelico de Puerto Rico,NULL,4,2,9,11,NULL,NULL,5596,NULL,Private
00716-1111,Ponce,PR,Trinity College of Puerto Rico,1,1,2,9,12,NULL,131,4050,25.2979798,Private
603,Aguadilla,PR,Universal Technology College of Puerto Rico,1,3,2,9,21,NULL,412,3722,25.55649419,Private
00680-0000,Mayaguez,PR,Universidad Adventista de las Antillas,3,4,2,9,22,0.8405,1223,6017,22.03212851,Private
00960-1725,BayamÃ³n,PR,Universidad Central de Bayamon,3,4,2,9,21,0.5042,1794,7739,22.39628483,Private
00960-6032,Bayamon,PR,Universidad Central Del Caribe,1,4,2,9,21,0.4444,140,19891,23,Private
00985-0985,Carolina,PR,Universidad Del Este,3,4,2,9,12,NULL,12198,6635,23.91475287,Private
907,Santurce,PR,Universidad del Sagrado Corazon,3,4,2,9,11,0.2809,4596,7531,24.47441629,Private
00778-3030,Gurabo,PR,Universidad Del Turabo,3,4,2,9,21,NULL,14596,6652,23.99560874,Private
00926-2602,San Juan,PR,Universidad Metropolitana,3,4,2,9,11,NULL,11529,6174,24.14110273,Private
928,Rio Piedras,PR,Universidad Pentecostal Mizpa,3,4,2,9,11,NULL,340,5604,38.1943128,Private
919,Hato Rey,PR,Universidad Politecnica de Puerto Rico,3,4,2,9,11,NULL,3759,7158,23.33180026,Private
00978-0901,Trujillo Alto,PR,Universidad Teologica del Caribe,3,3,2,9,21,NULL,199,618,36.98039216,Private
00604-6150,Ramey,PR,University of Puerto Rico-Aguadilla,3,3,1,9,21,0.9047,2849,587,19.72287491,Public
00614-4010,Arecibo,PR,University of Puerto Rico-Arecibo,3,3,1,9,13,0.788,3729,424,19.5319622,Public
959,Bayamon,PR,University of Puerto Rico-Bayamon,3,3,1,9,21,0.2591,4823,737,19.65837892,Public
00984-4800,Carolina,PR,University of Puerto Rico-Carolina,3,3,1,9,12,0.7854,3721,1161,19.91936312,Public
00737-2230,Cayey,PR,University of Puerto Rico-Cayey,3,3,1,9,21,0.8262,3686,668,19.48992356,Public
792,Humacao,PR,University of Puerto Rico-Humacao,3,3,1,9,21,0.4853,3497,495,19.48368522,Public
681,Mayaguez,PR,University of Puerto Rico-Mayaguez,3,4,1,9,13,0.7603,10914,736,19.63777908,Public
00936-5067,San Juan,PR,University of Puerto Rico-Medical Sciences,3,4,1,9,11,NULL,453,3758,22.89552239,Public
00716-9996,Ponce,PR,University of Puerto Rico-Ponce,3,3,1,9,12,0.7365,3230,339,19.52644997,Public
00931-0000,San Juan,PR,University of Puerto Rico-Rio Piedras,3,4,1,9,11,0.2817,12086,1253,20.09695631,Public
641,Utuado,PR,University of Puerto Rico-Utuado,2,3,1,9,41,0.3988,1345,599,19.39045764,Public
603,Aguadilla,PR,Xtreme Career Institute,1,1,3,9,13,NULL,119,796,26.84722222,Private
96940,Koror,PW,Palau Community College,2,2,1,9,-3,NULL,602,5325,22.71428571,Public
2912,Providence,RI,Brown University,3,4,2,1,12,0.0874,6264,30816,19.36647955,Private
02917-1291,Smithfield,RI,Bryant University,3,4,2,1,21,0.7508,3302,24035,19.74365274,Private
02886-1807,Warwick,RI,Community College of Rhode Island,2,2,1,1,13,NULL,16644,2947,24.3232754,Public
2840,Newport,RI,International Yacht Restoration School,1,1,2,1,21,0.8067,85,13317,26.39473684,Private
2903,Providence,RI,Johnson & Wales University-Online,3,3,2,1,12,NULL,143,3527,21.03313403,Private
02903-3703,Providence,RI,Johnson & Wales University-Providence,3,4,2,1,12,0.8115,8846,14467,21.03313403,Private
02818-1205,East Greenwich,RI,New England Institute of Technology,2,4,2,1,21,NULL,2841,16865,24.68008785,Private
2860,Pawtucket,RI,New England Tractor Trailer Training School of Rhode Island,1,1,3,1,21,NULL,135,13777,32.60082945,Private
2860,Pawtucket,RI,Newport School of Hairdressing-Main Campus,1,1,3,1,21,NULL,39,6867,32.27027027,Private
02918-0001,Providence,RI,Providence College,3,4,2,1,12,0.6306,3936,24528,20.18258212,Private
2908,Providence,RI,Rhode Island College,3,4,1,1,21,0.6545,7271,6297,22.45246914,Public
02903-2784,Providence,RI,Rhode Island School of Design,3,4,2,1,12,0.3259,2014,36379,20.40589569,Private
02809-2921,Bristol,RI,Roger Williams University,3,4,2,1,21,0.7794,4600,20789,20.51573716,Private
02840-4192,Newport,RI,Salve Regina University,3,4,2,1,21,0.7099,2081,18905,19.84845251,Private
2904,North Providence,RI,St Joseph School of Nursing,1,1,2,1,21,NULL,114,11585,28.52702703,Private
2920,Cranston,RI,Toni & Guy Hairdressing Academy-Cranston,1,1,3,1,21,NULL,159,9392,22.83105023,Private
2881,Kingston,RI,University of Rhode Island,3,4,1,1,21,0.7681,13205,12695,20.15632889,Public
29574-6009,Mullins,SC,Academy for Careers and Technology,1,1,1,5,41,NULL,39,4559,33.88571429,Public
29615-2363,Greenville,SC,Academy of Hair Technology,1,1,3,5,21,NULL,77,6715,28.14414414,Private
29801,Aiken,SC,Aiken School of Cosmetology,1,1,3,5,21,NULL,37,9249,25.85185185,Private
29829,Graniteville,SC,Aiken Technical College,1,2,1,5,41,NULL,2270,3082,26.22133169,Public
29204,Columbia,SC,Allen University,3,3,2,5,12,NULL,660,9347,21.01067616,Private
29621-4035,Anderson,SC,Anderson University,3,4,2,5,13,0.7152,2500,12871,22.7447496,Private
29204-1086,Columbia,SC,Benedict College,3,3,2,5,12,NULL,2444,10181,20.59870968,Private
29614-0001,Greenville,SC,Bob Jones University,3,4,3,5,13,0.8101,2553,10190,19.90441932,Private
29150-2499,Sumter,SC,Central Carolina Technical College,1,2,1,5,13,NULL,3400,2435,26.9818057,Public
29406-9235,North Charleston,SC,Centura College-North Charleston,1,1,3,5,13,NULL,121,9093,29.69829684,Private
29420,Charleston,SC,Charleston Cosmetology Institute,1,1,3,5,21,NULL,95,9233,29.33333333,Private
29403,Charleston,SC,Charleston School of Law,3,4,3,5,12,NULL,NULL,36857,NULL,Private
29406-9121,Charleston,SC,Charleston Southern University,3,4,2,5,13,0.5866,2949,11984,22.64528509,Private
29649,Greenwood,SC,Charzanne Beauty College,1,1,3,5,32,NULL,58,307,26.625,Private
29409,Charleston,SC,Citadel Military College of South Carolina,3,4,1,5,12,0.7554,2688,10986,21.48554913,Public
29115-4498,Orangeburg,SC,Claflin University,3,4,2,5,32,0.4377,1779,10439,21.88713911,Private
29634,Clemson,SC,Clemson University,3,4,1,5,21,0.5152,17083,14109,20.45166707,Public
29730,Rock Hill,SC,Clinton College,2,3,2,5,13,NULL,194,4109,24.37696335,Private
29526,Conway,SC,Coastal Carolina University,3,4,1,5,13,0.636,9058,11646,20.83591213,Public
29550,Hartsville,SC,Coker College,3,4,2,5,32,0.509,1138,11592,24.25841184,Private
29424-0001,Charleston,SC,College of Charleston,3,4,1,5,12,0.7802,10069,12765,21.12168208,Public
29203,Columbia,SC,Columbia College,3,4,2,5,12,0.7905,1117,11916,29.17861482,Private
29203-1513,Columbia,SC,Columbia International University,3,4,2,5,12,0.3322,552,10344,23.22988506,Private
29302-0006,Spartanburg,SC,Converse College,3,4,2,5,13,0.5348,822,8503,20.85947047,Private
29488-4216,Walterboro,SC,Cosmetic Arts Institute,1,1,3,5,32,NULL,44,14743,28.66071429,Private
29042,Denmark,SC,Denmark Technical College,1,2,1,5,41,NULL,1668,1084,27.21142285,Public
29639,Due West,SC,Erskine College,3,4,2,5,42,0.6057,587,9095,19.72886297,Private
29501,Florence,SC,Florence-Darlington Technical College,2,2,1,5,23,NULL,6165,2573,26.40896159,Public
29624-2405,Anderson,SC,Forrest College,2,2,3,5,13,NULL,111,9421,28.92771084,Private
29506,Florence,SC,Francis Marion University,3,4,1,5,23,0.5911,3249,5787,21.00601093,Public
29613-6162,Greenville,SC,Furman University,3,4,2,5,21,0.6871,2796,22158,20.35528331,Private
29606,Greenville,SC,Greenville Technical College,1,2,1,5,13,NULL,11186,3086,25.44438531,Public
29526,Conway,SC,Horry-Georgetown Technical College,2,2,1,5,13,NULL,6533,3352,25.95657066,Public
29560-9337,LAKE CITY,SC,Jolei's Hair Institute,1,1,3,5,32,NULL,30,3251,30.58333333,Private
29210,Columbia,SC,Kenneth Shuler School of Cosmetology and Nails-Columbia,1,1,3,5,21,NULL,95,9652,26.6384083,Private
29841,North Augusta,SC,Kenneth Shuler School of Cosmetology-North Augusta,1,1,3,5,21,NULL,129,10752,26.09911894,Private
29730,Rock Hill,SC,Kenneth Shuler School of Cosmetology-Rock Hill,1,1,3,5,13,NULL,127,9239,24.96153846,Private
29649-2099,Greenwood,SC,Lander University,3,4,1,5,32,0.5778,2670,5622,20.22942462,Public
29020,Camden,SC,LeGrand Institute of Cosmetology Inc,1,1,3,5,31,NULL,30,4818,24.80555556,Private
29203-5898,Columbia,SC,Lenoir-Rhyne University-Lutheran Theological Southern Seminary,3,4,2,5,12,NULL,NULL,13013,NULL,Private
29340-3799,Gaffney,SC,Limestone College,3,4,2,5,31,0.52,3039,11408,27.6950048,Private
29425,Charleston,SC,Medical University of South Carolina,3,4,1,5,12,NULL,293,16332,26.79054917,Public
29170-2176,West Columbia,SC,Midlands Technical College,2,2,1,5,21,NULL,10979,3938,24.73596615,Public
29150-3599,Sumter,SC,Morris College,3,3,2,5,13,NULL,780,10840,21.10287443,Private
